biographical_information,borough,category,enactment_year,introduced_by_council_members,limits,new_name,present_name,zip_code,objectid,intro_number,paths
"Jack King enlisted in the United States Navy on his 17th birthday and served in the Pacific for 2 years.  With his love for baseball, he founded and coached a team of boys in Brooklyn’s Parade Grounds.  He also became active in the Knights of Columbus.  He moved to Rockaway and coached his son’s CYO team at St. Francis de Sales becoming the baseball commissioner and helped the parish build a successful baseball program.  He volunteered as a block captain for the Belle Harbor Property Owners Association (BHPOA) and later served as vice president and president.  As president of the 100th Precinct Community Council, he created a network of activism across the precinct and peninsula by reaching out to the 101st Precinct Community Council and organizing the first National Night Out Against Crime in Rockaway.  He worked with community leaders and activists to found the Arverne Civic Association, the Rockaway Park Residents and Homeowners and the Rockaway Action Committee.  He also served as chair of the Transportation Committee on Community Board 14. ",Queens,Intersection,1293901200000.0,Ulrich ,At the southeast corner of Beach 130th Street and Cronston Avenue,Jack King Way,,11694.0,8424.0,Int. No. 590-A,"40.57939156600003,-73.85088910999995"
"This co-naming will commemorate the 100th Anniversary of Mother Francis Xavier Cabrini’s death, who established hospitals, schools, orphanages and immigrant services throughout the United States and became the first woman to be given the title of ‘Missionary’ and the first American citizen canonized as a Saint by the Vatican.  The co-naming is also in connection with the Cabrini Medical Center that closed in 2008, which made a significant contribution to improve the lives of citizens of New York. ",Manhattan,Intersection,1500825600000.0,Mendez ,At the northeast corner of East 19th Street and 3rd Avenue ,Mother Cabrini Way,,10011.0,8425.0,Int. No. 1744,"40.73638181500007,-73.98477932999998"
"Since 1811, the Flushing United Methodist Church has grown steadily to become the largest Methodist church in the nation.  For over the last 200 years, the church has been instrumental in serving the spiritual and physical needs of the Flushing community.  ",Queens,Intersection,1343577600000.0,Koo,At the northwest corner of 149th Street and Roosevelt Avenue ,First United Methodist Church Way ,,11354.0,8426.0, Int. No. 761-A,"40.763197753000036,-73.81650603999996"
"Estella B. Diggs volunteered at the Forest Neighborhood Houses in the Bronx and was an active participant and leader in the Girl Scouts of America. She taught home economics to young mothers and organized many food and clothing drives. She taught at the Career Development Program for the New York State Department of Civil Service and assisted disadvantaged young adults in remedial education and job skills development, enabling hundreds of unemployable youth to secure and maintain jobs. She served as a Confidential Assistant in the New York State Supreme Court and later became a district leader and co-chairperson of the Bronx County Democratic Committee. She was a member of the NAACP, CORE, SNCC, SCLC and the Urban League and also helped coordinate and organize community residents to participate in the March on Washington in 1963. In 1972, she became the first African-American woman to be elected to the New York State Legislature in the history of the Bronx. She chaired the Majority Panel on Women’s Issues and the Bi-Partisan Legislative Women’s Caucus for four years. She introduced and supported over seventy bills in areas related to civil rights, consumer affairs, criminal justice, health and nutrition, education, affordable housing and youth services. She also sponsored the Women, Infants and Children Program legislation, which greatly improved nutrition programs for families on public assistance. She received over two hundred service awards and commendations from various civic groups.
",Bronx,Intersection,1719590400000.0,Stevens,At the intersection of 167th Street and St. Augustine Way,Estella B. Diggs Place,,10456.0,8427.0,Int. No. 1278,"40.82895414200004,-73.90502900399997"
"Nicholas Alessi loved baseball and as a child played for the Staten Island Little League, as well as the St. Joseph By the Sea High School team. Nicholas never let his ailment, Cooleys Anemia, prevent him from doing the things that interested him. During his years in high school, he worked tirelessly for the Cooley’s Anemia Foundation because he wanted to give something back to the organization that assisted him when he needed it the most. After graduation from high school, he went to work for the TSA because he was interested in keeping our country safe.  ",Staten Island,Intersection,1154880000000.0,Lanza,  On the Corner of Corona Avenue and Boyce Avenue , Nicholas Alessi Avenue   ,,10306.0,8428.0,Int. No. 457		,"40.56525270700008,-74.13652766199992"
"David Frey attended PS 8 and Barnes Intermediate School in Great Kills, and graduated in 1984 from Tottenville High School. He earned a bachelor’s degree in biomedical engineering and a master’s degree in business administration from Rensselaer Polytechnic Institute, followed by a juris doctor degree in 1993 from Brooklyn Law School. He worked in his father’s Manhattan law firm for the first few years out of law school before entering the Richmond County D.A.’s Office in 1997, as an assistant district attorney. He later served as bureau chief of investigations and unit chief of computer crimes and identity theft investigations. He was appointed to the New York City Civil Court in December 2016, by Mayor Bill de Blasio, and had served as a Criminal Court judge since 2017. During his 19-year tenure in the D.A.’s Office, he was well-respected for his legal prowess and well-liked for his easy-going personality and steady demeanor – especially during tense courtroom situations. His case work included the Ninja Burglar crime spree that spanned from 2005 to 2015, and the 2003 murders of two undercover police officers in Tompkinsville. In December 2014, he received the Thomas E. Dewey Medal from the New York City Bar Association, which honors an outstanding assistant district attorney in each of the five boroughs. ",Staten Island,Intersection,1688313600000.0,Borelli,At the intersection of Sheldon Avenue and Huguenot Avenue,Judge David Frey Way,,10312.0,8429.0,Int. No. 897  ,"40.54116901000003,-74.19640498899997"
"During the 1940’s until the 1960’s, Carlos Cook was under the mentorship of Marcus Garvey. He intended to create a change in Harlem by advocating for the ideology of Marcus Garvey. He founded the African Nationalist Pioneer Movement in which the core beliefs consisted of Marcus Garvey’s idea of reclamation and endorsement of the black community in Harlem. He also founded the first so-titled African Nationalist organization and gave lectures on Africanism for over 20 years. He was included in the New York Age newspapers and described as part of the advance division of the Universal Negro Improvement Association. Cook’s ambitions would push him to dreams of creating programs inside a Marcus Garvey Memorial Building that would benefit the Harlem community, unfortunately with push back from the City of New York, his programs would be stopped and the memorial demolished before its completion. Before his passing, he managed to influence many known leaders like Charles Kenyatta, Ed “porkchop” Davis, and Malcolm X. 

 ",Manhattan,Intersection,1562688000000.0,Rodriguez ,At the intersection of 166th Street and Broadway ,Carlos Cooks Way ,,10032.0,8430.0, Int. No. 1300,"40.839881643000076,-73.94060936499994"
James “Soupy” Campbell served with the FDNY Ladder 78 for six years. He was killed in the line of duty when a building collapsed while he was responding to a five-alarm fire. ,Staten Island,Intersection,1723046400000.0,Carr,  At the intersection of Targee Street and Clove Road , FDNY Firefighter Edward James “Soupy” Campbell Way   ,,10304.0,8431.0,Int. No. 968			,"40.60768834900005,-74.08944203599997"
"Police officer Michael Reidy, born in The Bronx on December 20, 1960, was a lifelong resident of 2336 University Avenue. He attended the nearby Saint Nicholas of Tolentine School and his family was very active in that parish. The school is located a block away from the Reidy residence where Officer Reidy lived and died. 

Police officer Reidy was appointed to the New York Police Department on January 9, 1986 and was assigned to Neighborhood Stabilization Unit #7. This Unit patrolled the 40th, 42nd, 44th and 48th Precincts in The Bronx. Michael. Reidy had been a Police officer for only a year when he was killed in the line of duty on January 23, 1987. On that day, Officer Reidy entered his residence and was confronted by an armed gunman who demanded his money. A gunfight ensued in which Officer Reidy was fatally shot. He was only 26 years old. ",Bronx,Intersection,1061568000000.0,Rivera and Baez,The intersection of West Fordham Road and University Avenue      ,Michael Reidy Pathway ,,10468.0,8432.0,Int. No. 437-A			,"40.86273039900005,-73.90495146299996"
"Emmanuel Frias was an integral part of the community who fought the majority of his life against membranous glomerulonephritis (MGN) disease. MGN disease is a condition in which changes in the structures of your kidney can cause swelling and inflammation and can lead to problems with the functioning of the kidneys. Despite his illness he gave back by assisting elderly patients at the Castle Hill Medical Center of NY where he was beloved by many patients. Emmanuel believed in giving back to those in need and was a member of the AVA Association in the Dominican Republic, that helped provide medical supplies to the clinics, restoration of homes for those in the impoverished villages, and backpacks filled with school supplies for young children to commence the new school year. He unfortunately fell victim to his illness at the young age of 32. ",Bronx,Intersection,1593964800000.0,"Diaz, Sr. ",At the intersection of Castle Hill Avenue and Quimby Avenue ,Emmanuel Frias Way ,,10473.0,8433.0,Int. No. 1825,"40.82617400300006,-73.84969804099994"
"This street co-name is for the very proud Vietnam Veterans who feel that the men from Staten Island who served in the Vietnam War, making the ultimate sacrifice for their country, deserve to be so honored. ",Staten Island,Intersection,1154793600000.0,McMahon, Underneath the Martling Avenue sign at the Southeast Corner of Manor Road , Vietnam Veterans Plaza   ,,10314.0,8434.0,Int. No. 457			,"40.62098825100003,-74.12371695699993"
"“Allah, The Father” was named Clarence Edward Smith and born in Virginia and later moved to Harlem in 1946.  “Justice” was named James Howard and was born in Harlem. He later became a merchant Marine during the 1940’s and 50’s gaining valuable world experience.  In 1959, Clarence joined the Nation of Islam’s (NOI) Mosque #7, which was headed by Minister Malcom X.  While studying under Malcom X, he was known as Clarence 13X, being the 13th man named Clarence to join the organization.  In the early 1960’s, Justice and Allah the Father met and joined forces and focused on educating inner-city youth.  On October 10, 1964, to distinguish their new youth movement from the Nation of Islam while standing in front of 200 West 127th Street, they announced that their fledging group would become known as The Five Percenters.  The Five Percenters were spreading the teachings beyond Harlem and formed alliances with former Mayor John V. Lindsay and other elected officials. In April 1967, The Five Percenters conducted their first monthly parliament at Central Harlem’s Mount Morris Park.  In June of that year, the Urban League turned over property the City recently acquired. The Allah School of Mecca has been a landmark institution that has educated thousands of young African-Americans in Harlem.  On June 13, 1969, Allah, The Father was assassinated, however Justice continued guiding the youth for several years until his passing in July 1978.   ",Manhattan,Intersection,1562688000000.0,  Perkins ,At the northwest corner of 126th Street and Adam Clayton Powell Jr. Boulevard ,Five Percenters Allah & Justice Square ,,10027.0,8435.0, Int. No. 1300,"40.80976428700005,-73.94797057599999"
"James “Skippy” Prior retired from the NYPD as a Detective First Grade and went on to serve the public as Inspector General for the NYS Division of Probation and Director of Investigations for the NYC Department of Corrections.  Additionally, he was a community leader by expanding AOH to one of the largest in New York State.  He also served as president of the Richmond County Democratic Organization. ",Staten Island,Intersection,1248969600000.0,Mitchell ,At the intersection of Whitewood Avenue and Hart Avenue ,James “Skippy” Pryor Way ,,10310.0,8436.0,Int. No. 1033,"40.624395986000025,-74.10545496899992"
"This street reflects the historic name of the 33rd Street and Queens Boulevard in Sunnyside, Queens.  Many Sunnyside business and residents use the old names, and without the historic street names on the signposts, and in the train stations along the number 7 line, these business and the neighborhood lose historic context.  The old name is an integral part of the neighborhood’s identity. ",Queens,Intersection,1061568000000.0,Gioia,The intersection of Queens Boulevard and 46th Street,Bliss Street   	,,11104.0,8437.0,Int. No. 437-A		,"40.74316491400003,-73.91868093699996"
"Aurelia Greene was first elected to the New York State Assembly in April 1982.  She served in this capacity for 27 years, using her urban planning skills to negotiate and sponsor legislation for affordable housing and healthcare, quality education, senior and youth services and economic development.  She regularly sponsored educational and informational seminars to aid her constituents on issues of current concern.  She has taught at Antioch College, lectured at numerous universities and colleges in the New York City area. As Assemblywoman, she introduced numerous bills, which later became state law to improve the quality of life for the residents of New York State.  In 1994, she was awarded a gold helmet by the New York State Head Injury Association for her Bicycle Helmet legislation.  She also authored the Motor Vehicle Leasing Act, which was hailed as a landmark decision, the first of its kind. She also sponsored the 1996 Interstate Bank Branching and ATM Safety Act.  She introduced legislation prohibiting predatory lending practices in relation to high-cost home loans, which became law in October 2002. This law protected consumers against abuses in the sub-prime lending market.  Before leaving the Assembly, she was elevated to the position of Speaker Pro Tempore by Speaker Sheldon Silver. She presided over the Assembly sessions in the absence of the Speaker. While serving in the Legislature, she became the first woman to chair the Banking Committee and the first African American to serve as Speaker Pro Tempore.  She also chaired the Assembly’s Bronx delegation having become the longest serving member of the body from Bronx County.  Upon joining the Assembly, she was a founding member of the New York State Association of Black and Puerto Rican Legislators, Inc. and The Women’s Caucus. She left the Assembly in May 2009 to serve as the Bronx Deputy Borough President until she retired in 2017, with over 50 years of public service.  Prior to leaving service as the Deputy Borough President, she was given the key to the Borough by Borough President Ruben Diaz, Jr. During her lifetime, she mentored many former students, interns and served as a role model for others to follow in her footsteps.  ",Bronx,Intersection,1657900800000.0,Gibson,At the southeast corner of East 168th Street and Teller Avenue ,Hon. Aurelia Greene Way ,,10456.0,8438.0,Int. No. 2477,"40.832827029000036,-73.91130980799996"
"Dr. Carlo Mannino was a talented organist, composer and musician who provided the community and his church with beautiful music for many years.  He was born on Valentine’s Day in 1960 in Manhattan and moved to the Bronx at a young age, graduating from St. Theresa’s School in Pelham Bay.  He graduated from Lehman High School in 1978.  While in high school, he began playing the organ at St. Theresa’s Church, and his love for the organ and music grew immeasurably throughout his teenage years. 

He received his Bachelor’s and Master’s degrees in Music from the Julliard School.  He composed, arranged and performed music for the organ, chorus and brass quartets while at Julliard.  He received his Doctor of Music Arts degree in 1986. 

He served in a number of parishes throughout the Archdiocese of New York, as a musical director, organist and choirmaster.  Dr.  Mannino composed over 150 brilliant musical manuscripts and has been compared to many of the greatest composers of church music.  Dr.  Mannino passed away at the age of 33, and a scholarship was named after him at his alma mater, the Julliard School, in 1994.   ",Bronx,Intersection,1061395200000.0,Provenzano,The southwest corner of the intersection of Schley Avenue and Wilcox Avenue ,Dr. Carlo Mannino Place		,,10465.0,8439.0,Int. No. 342-A			,"40.827319103000036,-73.81432866399996"
"Thessalonia Baptist Church originated in 1892, with seven members from Flavannah County, Virginia. They relocated to New York and elected to start a Mission in the Fordham section of the Bronx, and called the Mission, Thessalonia Baptist Church, with a membership of ten. Rev. T. Wyatt served as pastor until 1894. Among the original members were, Bro. Ashland W. White, who severed as Chairman of the Deacon Board, Sunday School Superintendent, Trustee and church clerk. Sis. Jean White was the first mother of the church. Bro. Neil Hughes joined the church in 1893 and became Chairman of the Deacon Board. During those years Thessalonia Baptist Church moved to several locations in the Bronx, as God would have it in 1919 the church moved to 921 Eagle Ave. Rev. L J. Johns pastured the church from 1919-1939. In 1934, he led the congregation into a new building located at 314 East 158th street. Within five years, they were without a pastor or a place to worship, but with the aid of Epworth M. E. church where Rev. George Taylor was the pastor, Thessalonia held services there beginning May 14, 1939. Thessalonia remained steadfast and prayerful waiting on the Lord. On June 21, 1939, the congregation rented their former location at 921 Eagle Ave. Minister James A. Polite assisted as supply pastor with the help of Rev. B. Bonaparte, Sr. During the church business meeting on October 4, 1939 a motion was carried that Minister Polite be ordained and become Pastor of the Thessalonia Baptist Church. On October 17, 1942, he led the congregation to the present building. Sis. Jeannie White became the first mother of the church under the pastorate of Rev. James A. Polite, following in succession were Sis. Lucy Hughes, Sis. Ardelia Bullock and Sis. C. B. Saunders; they severed faithfully until they departed this life. Pastor Polite organized an active Christian Board of Education from which, Bible classes were formed. Rev. Polite severed Thessalonia faithfully for 41 years until his death in September of 1980. In recognition of his dedicated service to church and community, Stebbins Avenue was renamed Rev. James A.  Polite Avenue in his honor. (Becoming the first street in New York City to have the title Reverend included in its name) Thessalonia was without a Pastor from September 1980 until May 1982 when Thessalonia celebrated the calling of Rev. Dr. Shellie Sampson, Jr. to the pastorate of this great church. Under his leadership Thessalonia has been taken to a higher-level spirituality and physically. A multi-million dollar Community Cultural Center was built, as was The Thessalonia Academy, Thessalonia Institute of Education/Religion and the TIR Bookstore as in-house programs. There are outreach programs also, Boy Scouts, Girl Scouts, Annual Children Street Fair and Food Pantry. Thessalonia has a radio ministry broadcast over radio WWDJ-970AM at 9:30 PM on Tuesday evenings and television broadcast on Bronxnet Cable TV.",Bronx,Intersection,1688832000000.0,Salamanca,At the intersection of East 163rd Street and Rev. James A. Polite Avenue,Thessalonia Baptist Church Way,,10459.0,8440.0,Int. No. 1102-A,"40.821689834000026,-73.89903196099992"
"After graduating from High school, Sister Nzingha moved to New York where she was a dedicated wife and mother who volunteered and worked with many organizations. The murder of Emmett Till inspired Sister Nzingha to devote her life working for Justice, Peace and Equality for all. She worked in Poverty Programs set up in 1968 to help secure jobs for inner city youth and provide day care centers. She volunteered in the Public Schools from 1962-1973. She eventually found her calling as an educator. She attended Fordham University on full scholarship where she received a Bachelor of Arts in Education/Social Science and a Master’s in Education. Sister Nzingha believed all children can learn, despite labels and status. She was known as a very caring and loving teacher. Sister Nzingha worked as a teacher at P.S. 113K, P.S. 21K and Brooklyn College High School Academy. After retiring from the NYC Dept. of Education, she continued her work in the community. She was the Co-Chair of the Million Man/Woman March Coordinating Council of Queens, Inc. from 1995-2008. She was Vice President and Board member for the Varied Internship Program, for more than 20 years, in that capacity she helped more than 1000 youth from Laurelton, St. Albans, Springfield Gardens, Queens Village, Rosedale and the Far Rockaways secure meaningful after school paid internships. Sister Nzingha was a key organizers of the Annual Black College Tour, For 5 years she annually travelled with 100’s of Junior and High School students to more than 11 historically Black Colleges. She also had a leadership role in organizing Youth Days, Fathers and their Families Marches and community political, education and economic forums for the residents of Southeast Queens. Sister Nsenga’s devotion and dedication to serving her community was legendary.  At the time of her transition, she was also doing volunteer teaching in the after school program at P.S.156. She also served as a board member of C.E.M.O.T.A.P., Sankofa Spa and Resorts, Dinizulu African Museum, and the African Poetry Theater. She was also a member of Sisters with a Vision, and Justice for Else.  ",Queens,Intersection,1593964800000.0,Richards,At the intersection of 233rd Street and Francis Lewis Boulevard ,Nzingha Abena Way ,,11422.0,8441.0,Int. No. 1825,"40.66987462100007,-73.74005822199996"
"The Bay Ridge United Methodist Church was first chartered on November 20, 1830 and was completed in 1831. The present green stone building was erected in 1900, and since then it has been the site for many organizations that have greatly improved the quality of life in the Bay Ridge community. 

In the 1970’s, the Bay Ridge United Methodist Church became home to Alcoholics Anonymous, the South Beach Psychiatric Center and the gym has been used by the Lutheran Elementary School. In the 1980’s, the church became a Bread For the World Covenant Church, and a participating church in the Partnership for the Homeless Church Shelter Program. 

Most recently, the Bay Ridge United Methodist Church has become a member church of “Neighbors for Racial Harmony,” linking the churches in Bay Ridge and Bedford Stuyvesant together. In addition, it has become a member church of the Bay Ridge/Bensonhurst Youth Coalition and a Heart Share Childcare facility, organizations serving the youth of the Bay Ridge community. ",Brooklyn,Intersection,1061568000000.0,Gentile,The southeast corner of the intersection of Ovington Avenue and 4th Avenue ,Bay Ridge United Methodist Church Corner	,,11209.0,8442.0,Int. No. 565			,"40.633727014000044,-74.02388002399995"
"Lamont “Big L” Coleman was an American rapper and songwriter from Harlem who was considered one of the greatest rappers of all time. He was known amongst underground hip-hop fans for his freestyling ability and eventually signed to Colombia Records. He was killed by an unknown assailant in 1999 and since then, many tributes have been given to him by The Source magazine and a mural was constructed in his honor at 140th Street and Malcolm X Boulevard. The mural attracts over 4,000 visitors each year.  ",Manhattan,Intersection,1626537600000.0,Perkins,At the intersection of 140th Street and Malcolm X Boulevard ,Lamont “Big L” Coleman Way ,,10030.0,8443.0,Int. No. 2187,"40.817274262000076,-73.93858762199994"
"Army Spc. Alex Jimenez was kidnapped after an ambush south of Baghdad in May 2007.  Approximately one year later, the U.S. military found and identified his body. He was killed in the line of duty. ",Queens,Intersection,1217692800000.0,Monserrate ,"37 Drive at the north corners of 104, 107 and 108th Streets ", Army SPC. Alex Jimenez Way  ,,11368.0,8444.0,Int. No. 825			,"40.75287495400005,-73.86101878299996"
"Carl David Richardson was killed during an altercation at a barber shop. Before his death, he was adamant about helping his community and participated in many voluntary activities, including time he spent with the children at PS 46 in Bayside, Queens assisting children with activities and the helping the school’s occupational therapist, which he was pursuing a career in. The Carl David Richardson Foundation (CDR) was founded in April 2014 to educate people on how to resolve conflicts peacefully. The Foundation holds motivational speeches, seminars and workshops. Since then, The CDR Foundation has provided an open forum where our youth are able to “Let’s Talk” during our Teen Summit. CDR Foundation Inc. has a youth activity schedule, which includes Youth empowerment forum, Conflict Resolution Discussion, Parent Involvement, Health &amp; Wellness Awareness, Salsa & Zumba, Mental Health Training, Self-Image, Health Relationship, Drug Awareness, How to Prepare Healthy Meals, Bullying & College Preparation.         ",Queens,Intersection,1593964800000.0,Richards ,At the intersection of 228th Street and Merrick Boulevard ,Carl David Richardson Foundation Way ,,11413.0,8445.0,Int. No. 1825,"40.67668670000005,-73.74220030099997"
"Born in Puerto Rico, Jose Miranda Sr. knew from an early age his dreams would lead him to the United States. Along with his brother, Julio Miranda, the brothers had dreams of owning their own business in hopes of providing a superior service to members of the community who looked like them. Not only was Jose’s dream to provide his community, his dream was to provide his children with the ‘American Dream.’ After moving to the United States, the Jose and his family settled in the South Bronx in the mid-1960s. After realizing how many Bronxites lacked access to affordable cleaning services, Jose and his brother opened Miranda’s Dry Cleaners on the corner of Intervale Avenue and 163rd Street. Living in the neighborhood and speaking the language of the community, Jose Miranda quickly became a trusted member of the Longwood community. For so many in the South Bronx, Jose Miranda was a part of their most precious memoires; cleaning, tailoring, making alterations for people’s clothing for baptisms, communions, weddings, jobs, you name it. A supporter of the local 41st Precinct, Jose offered heavily discounted services to officers who patrolled and kept the community safe. For more than four decades, Jose Miranda was a constant presence at Miranda’s. Following his passing in 2007, Jose’s son, Jose Miranda, Jr., took over operations of the family business, carrying out the legacy of his father and uncle. ",Bronx,Intersection,1657987200000.0,Salamanca,At the intersection of East 163rd Street and Intervale Avenue ,"Jose Miranda, Sr. Way ",,10459.0,8446.0,Int. No. 2477,"40.82100400300004,-73.89689402399995"
"Marie Dickson served on the Community Board for over two decades chairing the Youth and Education Committee and Public Safety and Transportation Committee.  She worked to assist seniors and youths by advocating for better parkland in the district such as on Randalls Island.  She led the initiative for the renovation of Jefferson Park and advocated for drug rehabilitation and youth prevention programs.  She founded Youth Speak-Out which provided a forum in which local youth could articulate their concerns and be matched with related neighborhood programs.  She also served as president of the board of directors of the Franklin Plaza Apartments and was the founder of the Annual Franklin Plaza Family Day Celebration.  She was also an active member of the 23rd Precinct Community Council and Merchants Association.  Also, she served as treasurer and member of the James Weldon Johnson Community Center, an auxiliary police officer with the 23rd Precinct, a volunteer for the New York State Office of Mental Retardation and Developmental Disabilities, assistant art director of Green Gallery, Inc. and a member of the East Harlem Interfaith Board of Directors. ",Manhattan,Intersection,1343577600000.0,Mark Viverito ,At the east side of East 107th Street and 3rd Avenue ,Marie Dickson Place ,,10029.0,8447.0,Int. No. 935,"40.792255849000064,-73.94418732699995"
Alafia Rodriguez served in the United States Marine Corp and fought in Desert Storm. He played semi-pro football for the Staten Island Predators. He coached St. Peter’s football and basketball leagues. He was a victim of gun violence.,Staten Island,Intersection,1688313600000.0,Hanks,At the intersection of Brabant Avenue and Grandview Avenue,Alafia Rodriguez Way,,10303.0,8448.0,Int. No. 897  ,"40.63212796500006,-74.16524333599995"
"Monsignor Peter Finn was a former co-vicar of Staten Island and pastor of Blessed Sacrament R.C. Church. He was the grand marshal of the Forest Avenue St. Patrick’s Parade in 1979. After his ordination in 1965, Monsignor Finn served at St. Mary’s R.C. Church in Rosebank for a year and then was assigned to St. Catherine’s Church in Pelham, N.Y., for two years. He was on the faculty at Monsignor Farrell High School for 15 years, including as principal. He then was appointed director of communications for the Archdiocese of New York, under Cardinals Cook and O’Connor, becoming pastor of St. Joseph-St. Thomas parish on the Island’s South Shore after that, where he served for 12 years. He was transferred from St. Joseph-St. Thomas and appointed rector of St. Joseph’s Seminary in Yonkers, N.Y., his alma mater, and served there for six years before assuming the helm as pastor of Blessed Sacrament. Monsignor Finn was an active supporter of ecumenical activities on Staten Island and the Council of Churches. He was a member of the Knights of Columbus, Knights of the Holy Sepulchre and the Knights of Malta. He also served on a number of boards of directors, including Project Hospitality, the Staten Island Catholic Youth Organization, Carmel Richmond Healthcare and Rehabilitation Center, the Seton Foundation, Archdiocese of the Ladies of Charity, the NAACP and the Staten Island Center for Independent Living. ",Staten Island,Intersection,1657382400000.0,Hanks,At the intersection of Forest Avenue and Manor Road ,Monsignor Peter Finn Way ,,10310.0,8449.0,Int. No. 480-A,"40.62718192200002,-74.12507808499998"
Miosotis Familia worked as a nurse at NYU Langone Medical Center and as a medical assistant for the Red Cross before joining the NYPD in 2005.  She was assigned to the 46th Precinct.  She was the first female NYPD officer killed in the line of duty since 9/11 and only the third female officer killed in a combat-type encounter in NYPD history. ,Bronx,Intersection,1531670400000.0,Torres ,At the intersection of Ryer Avenue and East 181st Street ,Detective Miosotis Familia Way ,,10457.0,8450.0,Int. No. 988,"40.85430085300004,-73.90025443999997"
The intersection of Rockaway Boulevard and Eldert Lane was initially named Legion Square or American Legion Square in honor of the American soldiers in the 1930’s. The square has been utilized over the years as a congregation point for parades and marches honoring the brave men and women for their endearing service and sacrifice.,Queens,Intersection,1688313600000.0,Holden,At the intersection of Rockaway Boulevard and Eldert Lane,American Legion Square,,11208.0,8451.0,Int. No. 897  ,"40.68658847700004,-73.86687481499996"
"Gloria Wise, the late founding Executive Director of the Youth Activities Committee (YAC) – the predecessor agency to the Gloria Wise Boys & Girls Club, worked under the maxim that children must be offered “a safe haven, nurturing environments and positive programs which build children’s self-esteem and character.” It was her commitment and background, rooted deeply in her church and community that led her to volunteer for seventeen years as the agency’s leader. She received many awards and recognitions highlighted by the prestigious John V. Lindsay Award for Promoting Racial Harmony which was presented to her in her last days by the Citizen’s Committee for New York City. Gloria Wise was selfless in her devotion to children and their needs and by her example, she was able to garner the support of vast numbers of parents and community residents to begin the organization. ",Bronx,Intersection,1154793600000.0,Seabrook,Donizetti Loop at the corner of Baychester Avenue       , Gloria Wise Way,,10475.0,8452.0,Int. No. 457			,"40.876004797000064,-73.83377410199995"
"Arnold Obey was a long-time educator and a pillar in Staten Island’s sports community starting from when he starred on Wagner College’s basketball team in the mid-1960s.  He grew up in the Bronx and helped lead DeWitt Clinton H.S. to a 38-1 record, two public school city championship games and one city title between his junior and senior years. He went on to a Hall of Fame career at Wagner, starting three years for the Seahawks and leading them to a 54-29 record during his tenure. He scored 1,018 career points on Grymes Hill. He became the boys’ varsity basketball coach at Staten Island Academy. He was a Drug Awareness Teacher during his tenure. He was an Assistant Principal at PS 16 in Tompkinsville in the mid-1980s and later became principal at PS 31 in New Brighton. He ran the night center at PS 18 in West Brighton for several years. The Brighton Kiwanis Club honored him by naming a race after him in 2017 when the club held the Arnold Obey/Armed Forces Day 5K Run. The fundraiser helped collect funds for Staten Island’s high school track & field teams. He was the recipient of numerous awards, specifically by Lifestyles for the Disabled of Staten Island for his leadership and dedication. He was also recognized by the Brown Bombers. ",Staten Island,Intersection,1609520400000.0,Rose,At the northeast corner of Jersey Street and Crescent Avenue ,Educator & Athlete Arnold Obey Way ,,10301.0,8453.0,Int. No. 2187,"40.64268743500002,-74.08642347799997"
"Frank Justich was a devoted husband, father and friend who was a talented artist.  Everybody in his neighborhood referred to him as “one of the nicest guys on Earth.”  He was a Department of Sanitation worker who was killed on duty when he was struck by a tractor trailer.  His badge number 11444 will be retired and Queens West 1 Garage where he worked will be named for him.   

 ",Queens,Intersection,1293901200000.0,"Vallone, Jr.",At the southeast corner of 35th Street and Ditmars Boulevard ,Frank Justich Way ,,11105.0,8454.0,Int. No. 590-A,"40.774771644000054,-73.90889833399996"
"Carmine Palladino was an outstanding member of the Throggs Neck community who impacted his community in many ways. He supported many community events to include tree lightings, community dances, food pantries, and, most recently, many COVID-19 related outreach efforts. He volunteered in support of the American Open Hands Food Giveaways. Carmine raised awareness for, supported, and donated over 1,500 meals to the medical heroes at Montefiore Hospital during the COVID-19 Pandemic. His willingness to give was exemplified by his 10-year tenure as a board member for the Kids for Kids foundation, where he and his team donated over $11 million to children’s hospitals, including St. Jude Children’s Research Hospital, St. Mary’s Hospital for Children and Maimonides Children Hospital throughout the City. Additionally, he hosted an event at the Bronx Zoo annually in support of children with cancer, which brings over 1,000 guests. Furthermore, he impacted the lives of the DiNapoli family, who reside in the Throggs Neck area, when their son was diagnosed with cancer. Through Kids for Kids, he was able to award the family with a $10,000 grant to provide both financial and emotional support in their terrible time of need.  ",Bronx,Intersection,1657900800000.0,Gjonaj,At the intersection of Kearney Avenue and Harding Avenue ,Carmine Palladino Way ,,10465.0,8455.0,Int. No. 2477,"40.81662692600002,-73.81114212499995"
"Kevin M. Lee attended I.S. 2 and graduated from Staten Island Technical High School.  In 1995, after attending St. John’s University, he graduated from the New York City Police Academy.  Upon graduating, Kevin was assigned to Manhattan’s 30th Precinct as part of the elite Manhattan North Grand Larceny Squad where he was credited with over 200 arrests in his short career.  He collapsed after chasing and struggling to capture a trio of robbery suspects in Manhattan and later died in Lenox Hill Hospital. ",Staten Island,Intersection,1249228800000.0,Oddo,At the intersection of Cromwell Avenue and Hylan Boulevard ,P.O. Kevin M. Lee Way ,,10305.0,8456.0,Int. No. 1103-A,"40.587669001000044,-74.09119299299992"
